left,c0,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19
app,0.505164,0.60132647,0.58357656,0.5682442,0.6184881,0.60293055,0.4650997,0.5982406,0.682483,0.62848437,0.52246803,0.61156696,0.7026986,0.5336676,0.6150929,0.59129596,0.60511994,0.6317611,0.71315527,0.5605622
apx,0.5862272,0.70370716,0.6673555,0.5867002,0.6489508,0.62016714,0.48808187,0.6954349,0.71133465,0.7075145,0.590519,0.6979005,0.7418835,0.52984023,0.5916279,0.6477602,0.6493212,0.64513373,0.69947225,0.60139143
aqd,0.46467775,0.5495338,0.49274975,0.53505206,0.6450632,0.49292305,0.46077442,0.5884031,0.5262722,0.55348015,0.47196463,0.536037,0.56643456,0.4471661,0.47057685,0.57727176,0.5846475,0.55457586,0.55557543,0.47445142
aqt,0.52500594,0.56643903,0.59212244,0.5322056,0.5894621,0.5935627,0.47504961,0.5887277,0.54583573,0.6321478,0.48308486,0.5917666,0.6192149,0.5409088,0.6095034,0.53967977,0.5643556,0.62266976,0.59686035,0.49730593
ara,0.74067235,0.40647832,0.45476645,0.44534338,0.48787022,0.49020857,0.4277037,0.5502678,0.48498642,0.5156526,0.47500217,0.5570469,0.5436282,0.54821825,0.5150331,0.44903153,0.59197646,0.42360315,0.48572302,0.47988483
arq,0.539766,0.51031184,0.5785364,0.4412491,0.51083493,0.54746395,0.5161094,0.5725476,0.56758195,0.59201723,0.51758224,0.47962043,0.63038343,0.5190553,0.56344223,0.46617168,0.5529371,0.49466455,0.6014563,0.50396967
aru,0.5228803,0.6012014,0.5637656,0.56859803,0.62311745,0.55459887,0.42929265,0.5888423,0.58534926,0.62073183,0.48787007,0.67304504,0.6273634,0.53251815,0.54738116,0.62579775,0.6154715,0.65835714,0.60003436,0.5655302
asf,0.52028346,0.75138676,0.64731,0.6033234,0.62409437,0.7566,0.51448095,0.64623034,0.6893524,0.6776189,0.61124533,0.6171086,0.6722024,0.55308837,0.6609208,0.6526341,0.6002306,0.7397657,0.7117187,0.6077377
ass,0.528473,0.6955359,0.61816186,0.59142005,0.7002358,0.6030848,0.5062691,0.67701083,0.680917,0.650253,0.5681312,0.6376649,0.6704921,0.48651874,0.54502517,0.6368804,0.58990324,0.6978051,0.6579657,0.566968
ate,0.46789917,0.56702507,0.54055077,0.52508044,0.4903936,0.6537547,0.45193708,0.5141361,0.59203804,0.55899185,0.5167335,0.46089512,0.574381,0.46486112,0.59897417,0.5286778,0.508112,0.6030706,0.6490022,0.5781433
atf,0.54278874,0.5100397,0.4934566,0.5785831,0.5221598,0.548282,0.4827926,0.5670552,0.5429241,0.5344064,0.5119331,0.62769204,0.55613214,0.5369639,0.51376235,0.49885076,0.6257614,0.55369765,0.6004012,0.512654
atj,0.559582,0.7268915,0.6229832,0.5644996,0.6316223,0.610299,0.50625384,0.69136226,0.74013704,0.71830225,0.6062711,0.5818498,0.7972137,0.45040488,0.55912745,0.64978564,0.63652056,0.58106506,0.7143876,0.61427236
atv,0.5541096,0.8115076,0.73805827,0.60979444,0.6795871,0.72678137,0.51993227,0.715896,0.75749356,0.7686974,0.61717725,0.68020797,0.7723727,0.5942528,0.667371,0.6377271,0.65887564,0.6861014,0.7252781,0.632434
auc,0.583569,0.58334005,0.5748949,0.61864287,0.67768574,0.5593394,0.46945465,0.6889494,0.59546536,0.6217962,0.5873689,0.6306619,0.6495386,0.508352,0.5557891,0.61502874,0.6508077,0.637831,0.61025983,0.61993676
aul,0.50148714,0.72197145,0.5965827,0.58159524,0.634772,0.62131155,0.48712486,0.6450586,0.72533274,0.7633831,0.541202,0.58436173,0.76843333,0.4819338,0.59014916,0.6134742,0.5707414,0.58206326,0.7639891,0.5692166
avp,0.64395887,0.67174304,0.61189854,0.6181161,0.6074064,0.6282015,0.5084309,0.7114662,0.6864341,0.64711803,0.57564306,0.6516286,0.6863603,0.50741404,0.5635529,0.6012514,0.68709093,0.6145403,0.6747547,0.61838055
awk,0.5521905,0.716438,0.67176664,0.62121016,0.68706435,0.6460439,0.5166378,0.7105558,0.73098856,0.73874784,0.57891977,0.6306721,0.7542624,0.5389932,0.59863734,0.63608074,0.65409195,0.6593208,0.6998481,0.6444517
awp,0.5535561,0.781464,0.7092071,0.5954943,0.66160625,0.6829183,0.5217449,0.7077856,0.7562154,0.7501928,0.5584827,0.66024864,0.7509746,0.593568,0.63043004,0.6080462,0.6077735,0.6680142,0.6996646,0.5893547
awu,0.5691063,0.47851217,0.5007272,0.4652527,0.5159849,0.6234029,0.48837173,0.5442083,0.5486907,0.55446374,0.5059398,0.53318715,0.5554738,0.6923561,0.61579764,0.4618004,0.57052934,0.49524093,0.54945254,0.49662447
axn,0.49476135,0.61887413,0.6059776,0.558299,0.7093899,0.59952384,0.4795487,0.60682523,0.5960336,0.629094,0.5442138,0.65080285,0.6245816,0.5330272,0.58956397,0.5884062,0.5619571,0.740195,0.5844715,0.58721524
axo,0.5392468,0.56369805,0.6011099,0.5057258,0.557741,0.6733994,0.489065,0.5605408,0.61008114,0.58894646,0.5392308,0.53618824,0.60727006,0.54507923,0.62804884,0.5409303,0.54818434,0.60754424,0.6259352,0.56750506
axp,0.5369155,0.6250384,0.6443249,0.52180403,0.57415235,0.67693734,0.4725092,0.6149566,0.694631,0.6743199,0.51259303,0.623024,0.67368007,0.55279434,0.64426285,0.5505854,0.6055808,0.563691,0.6310534,0.51749086
ayc,0.66307944,0.52085376,0.54943407,0.5568716,0.592309,0.5693123,0.4772151,0.71577585,0.57384336,0.6121011,0.6700749,0.64410406,0.6315791,0.5050078,0.6004106,0.52625054,0.70307666,0.5879655,0.61069417,0.59482396
ayg,0.5574672,0.60926354,0.5659641,0.5078633,0.60384244,0.60459447,0.47346306,0.62745184,0.6005484,0.55216056,0.6091707,0.577223,0.6029607,0.49602467,0.5170586,0.6067053,0.6170087,0.6659057,0.6084049,0.6602498
azb,0.57299507,0.547853,0.58595747,0.4539549,0.5727384,0.54543585,0.45183158,0.6658301,0.54228485,0.6430618,0.6156786,0.62258494,0.6375102,0.53428024,0.5782873,0.47449076,0.6302674,0.49787712,0.5461729,0.6356186
azo,0.49643347,0.5728588,0.49293143,0.50545025,0.72257406,0.5529872,0.42702,0.6044392,0.56165,0.5679673,0.5133586,0.60178906,0.60304934,0.44561616,0.49761626,0.6460196,0.54667896,0.5792909,0.59819365,0.6797857
ban,0.52299345,0.56764585,0.599372,0.484651,0.6728118,0.5264427,0.45930594,0.71037614,0.5528752,0.6717142,0.5391525,0.7114072,0.6449952,0.5777963,0.58587736,0.5491859,0.7340152,0.5235094,0.5546774,0.53127015
bao,0.47955307,0.6300158,0.6274,0.5852094,0.60773844,0.7183277,0.47772288,0.67790556,0.6598091,0.6392012,0.5302575,0.60709095,0.6818521,0.54097474,0.69557774,0.61255234,0.5946867,0.64298606,0.673609,0.5890183
bar,0.50179046,0.5585974,0.5575922,0.50389427,0.55274636,0.62379766,0.55533034,0.5498087,0.580195,0.6286653,0.5016941,0.5484089,0.59620774,0.5996212,0.62290937,0.52878016,0.5449546,0.5713884,0.57863617,0.5064876
bas,0.44131926,0.66703546,0.5745439,0.5945271,0.6636263,0.65828097,0.4571539,0.57683796,0.6103336,0.5610293,0.5691832,0.57447493,0.600422,0.5085963,0.55459625,0.64510816,0.5043351,0.84630513,0.65823275,0.613965
bbn,0.488514,0.695904,0.5703962,0.6397455,0.63943017,0.6196336,0.48453978,0.6691752,0.64918154,0.54673165,0.6205902,0.6265523,0.6229848,0.48770368,0.49889544,0.62901384,0.60013103,0.733289,0.6610094,0.6462174
bbt,0.48269436,0.64623684,0.59926736,0.53490806,0.5404705,0.67219806,0.53424656,0.5765035,0.63487744,0.6831815,0.52247214,0.5445561,0.65351063,0.5584093,0.61821866,0.5275556,0.5175602,0.56707096,0.5942417,0.4847365
bcf,0.5493938,0.61007357,0.4984914,0.49998266,0.687816,0.5223348,0.46223414,0.58198893,0.5576876,0.56461644,0.5515044,0.56368357,0.5659369,0.50017285,0.47562844,0.6330576,0.57649654,0.6064082,0.56001836,0.6009993
bcg,0.6654835,0.625657,0.59484637,0.5322968,0.596445,0.61989146,0.4824937,0.6898888,0.6490128,0.6348159,0.59577024,0.6680968,0.6710579,0.57068104,0.59694976,0.5803855,0.6704789,0.5852387,0.6345403,0.61307555
bci,0.5068222,0.60742426,0.5100243,0.62155586,0.6089881,0.5290233,0.44985652,0.61653686,0.58601385,0.54593176,0.6026845,0.5820008,0.5450754,0.48114902,0.5038488,0.4844385,0.55036414,0.5609373,0.57348585,0.4931888
bcj,0.47995394,0.64414716,0.5943543,0.53318346,0.5303389,0.6436095,0.5246963,0.60233474,0.6727487,0.5839222,0.52952063,0.5132962,0.608235,0.56224334,0.56218326,0.5237604,0.58213496,0.59660345,0.68445456,0.5296234
bcn,0.53008074,0.63056445,0.5914167,0.5752186,0.64900434,0.63452023,0.4439491,0.58886963,0.6207123,0.618149,0.5777817,0.5825861,0.64054984,0.5468705,0.5908332,0.71722835,0.5332844,0.79487544,0.63065386,0.6430923
bcw,0.5310589,0.6420392,0.698161,0.56509566,0.59029174,0.64283746,0.47296053,0.6127966,0.65996593,0.716455,0.5563804,0.6274977,0.70803654,0.559475,0.6483867,0.6005599,0.6016956,0.6222482,0.66184556,0.53994024
bdv,0.44368908,0.54458857,0.4576111,0.7412144,0.540995,0.5420746,0.41383687,0.56386423,0.531625,0.46381304,0.5729358,0.42323208,0.49825132,0.37220395,0.4603605,0.52893776,0.5479134,0.5952969,0.55525243,0.5408305
bep,0.5392791,0.58730483,0.51710653,0.57838154,0.58184814,0.5955307,0.457159,0.61344725,0.59893465,0.5475591,0.65878737,0.53048617,0.5891591,0.452622,0.5359822,0.67495,0.5391089,0.6729723,0.6113719,0.68342936
bew,0.42721066,0.5695205,0.5232447,0.553266,0.4937764,0.720137,0.52739215,0.48223472,0.56226,0.5156777,0.5251989,0.46558332,0.52808297,0.53551215,0.6003556,0.57121074,0.4785899,0.58925134,0.6397512,0.5193389
bfc,0.47520083,0.6426493,0.58459663,0.53622746,0.5538808,0.6532398,0.5004834,0.5848297,0.63858885,0.603149,0.53498775,0.52137434,0.6207683,0.5323771,0.5515044,0.53026366,0.5684822,0.63500184,0.69663835,0.5372324
bft,0.50177103,0.64477766,0.5589927,0.6096511,0.7211727,0.58878267,0.44876614,0.65154564,0.62098974,0.5822875,0.5878057,0.6444124,0.615968,0.48154005,0.5457179,0.669744,0.58127433,0.7331143,0.6261102,0.5978008
bfx,0.52383316,0.6824116,0.729486,0.5354816,0.60683525,0.7132811,0.47621155,0.6614398,0.74505246,0.7355817,0.5484314,0.64131296,0.76050484,0.53360796,0.6772642,0.5723591,0.63658977,0.6253777,0.6931261,0.57564616
bhw,0.6351879,0.6115253,0.59787166,0.50044656,0.57078266,0.62346524,0.5177766,0.6530434,0.62113214,0.6361273,0.6500131,0.5576917,0.65936524,0.5600258,0.5936855,0.5207295,0.6730654,0.56400967,0.6685654,0.55249095
bim,0.57660925,0.639994,0.5919749,0.50124174,0.5637856,0.620928,0.5158863,0.61943734,0.66608745,0.6601234,0.5046113,0.5318441,0.6749772,0.5204413,0.588718,0.5099491,0.581178,0.58965904,0.7248656,0.5304243
bis,0.62626404,0.6617607,0.6586225,0.47982925,0.6161144,0.5891972,0.44987887,0.63493216,0.6503834,0.71112776,0.5856409,0.62634915,0.67196774,0.52070254,0.58345824,0.5665009,0.654473,0.57737213,0.6287553,0.5849252
biu,0.50885475,0.6702251,0.5518236,0.6491067,0.68352604,0.63258386,0.4856899,0.62097234,0.6315032,0.5753734,0.5941461,0.5344844,0.6147996,0.48081982,0.51888114,0.7319982,0.5641771,0.71200395,0.6235912,0.60491264
bjq,0.48588482,0.7282247,0.6294341,0.60905933,0.6313689,0.62244207,0.49223524,0.7050545,0.74559695,0.6805699,0.5964008,0.6371734,0.7127513,0.48818088,0.5553713,0.60704535,0.57936996,0.6453758,0.7040764,0.6044573
bjr,0.53168327,0.55816066,0.5145338,0.6389473,0.5213823,0.6124852,0.45890725,0.5553984,0.58487755,0.53501046,0.6440917,0.4900775,0.5700357,0.5279273,0.5577246,0.53516704,0.5591071,0.58123356,0.58064866,0.60628444
bkt,0.5286941,0.7014239,0.58532953,0.7443376,0.6505849,0.6502945,0.49593493,0.6812402,0.6756493,0.6254367,0.7076542,0.64033574,0.6332274,0.50708175,0.5587797,0.623229,0.5629573,0.7073225,0.655911,0.6670502
blg,0.71109945,0.5191535,0.597455,0.48439628,0.55105597,0.5252101,0.44644684,0.7049909,0.56131655,0.65085083,0.48932868,0.6475346,0.6601647,0.55859655,0.5798249,0.44543323,0.6619917,0.4603949,0.5454341,0.4879356
blu,0.50063217,0.5910251,0.57633924,0.47710174,0.5405957,0.66395867,0.48205006,0.57457036,0.5989488,0.62537146,0.50471234,0.5525374,0.60809976,0.62536466,0.6238066,0.51630074,0.5238348,0.55421555,0.56266296,0.53406894
bmj,0.5904776,0.5783557,0.5387104,0.5539506,0.6277249,0.55095136,0.46344438,0.6461837,0.61252093,0.55403036,0.56324935,0.66863316,0.6251009,0.54159224,0.51957154,0.50833327,0.6521334,0.60608363,0.61827445,0.6505672
bmw,0.4673763,0.47439423,0.48969164,0.42815673,0.52751654,0.59948623,0.45652854,0.5165421,0.5212779,0.5487606,0.40708232,0.5448133,0.5549193,0.6131739,0.58016884,0.48743147,0.48010367,0.48650384,0.50316083,0.47399598
bni,0.5003983,0.5877097,0.58726263,0.61089194,0.76995474,0.6152289,0.46639112,0.63770187,0.5824281,0.6028915,0.59993994,0.6055649,0.6355848,0.5304433,0.6318158,0.72163653,0.55312175,0.7747241,0.5997129,0.6331529
bnm,0.515502,0.6194397,0.56867886,0.5481263,0.6466589,0.5902527,0.47434735,0.62429774,0.5735575,0.5964145,0.5420634,0.7230072,0.6251761,0.55909723,0.52061945,0.53543806,0.6250448,0.5610772,0.583945,0.56115085
bos,0.5568739,0.5724887,0.57242936,0.51472235,0.5526393,0.5947232,0.58364165,0.6044143,0.6139188,0.6010417,0.49154717,0.51961213,0.6744,0.5386354,0.58829737,0.5054781,0.61284715,0.52885747,0.6461529,0.51865923
bpg,0.6489116,0.52090585,0.59866476,0.48475093,0.6721271,0.51482975,0.42591846,0.7114056,0.546921,0.6835744,0.5694249,0.6637691,0.7105262,0.5490506,0.5891402,0.5639244,0.69574875,0.54198766,0.56545687,0.55698836
bph,0.52197427,0.55757815,0.5001335,0.57333106,0.624007,0.56119883,0.46095556,0.5637147,0.5526399,0.54987526,0.6827491,0.56726176,0.6004303,0.47967893,0.53648525,0.5245939,0.6059418,0.55912215,0.5869994,0.7494689
bpv,0.52917993,0.52016586,0.5671129,0.5106245,0.53675574,0.6669438,0.47076082,0.5841101,0.55085224,0.6133317,0.5556427,0.5148827,0.5845848,0.5481923,0.6926529,0.49684012,0.5530123,0.53592145,0.5759498,0.55255383
bqc,0.69116485,0.67637277,0.64308846,0.5693627,0.6060712,0.6737318,0.5660597,0.69778055,0.64912236,0.6884676,0.59062827,0.6088259,0.6823984,0.569527,0.6097749,0.5630831,0.657362,0.6087328,0.662577,0.5890247
bqp,0.5304956,0.61250263,0.6021649,0.5385579,0.6789592,0.60902154,0.461408,0.63295496,0.59725714,0.64100546,0.59590423,0.7519308,0.67448545,0.57562494,0.60631764,0.5971968,0.60864353,0.72228664,0.60079813,0.7023892
bqq,0.58255357,0.5438324,0.5417446,0.51191413,0.7379743,0.53368974,0.43612438,0.62047964,0.5533642,0.57276213,0.5791216,0.6456115,0.5903614,0.47517645,0.5353117,0.57885206,0.58137584,0.5987786,0.5368829,0.56195796
brj,0.39148584,0.4999817,0.4765131,0.6743056,0.53456247,0.5268865,0.36104873,0.55086654,0.54954696,0.4798999,0.4783352,0.5086908,0.53881764,0.46517766,0.47813302,0.5206662,0.48183444,0.5337946,0.52943105,0.5386716
brr,0.53825116,0.58383495,0.5360209,0.5358638,0.6658703,0.6059363,0.4698457,0.6601398,0.5831711,0.5911508,0.6835803,0.6483614,0.62036526,0.50775754,0.5922401,0.64717245,0.564693,0.62494534,0.59023994,0.7058816
bug,0.51889044,0.6296681,0.6742635,0.5526484,0.59583914,0.6857815,0.46546507,0.6620958,0.6925795,0.7320761,0.5727887,0.6328718,0.71858734,0.53932106,0.6869738,0.54436916,0.64808875,0.62217325,0.69802237,0.5788003
bul,0.5376918,0.7372452,0.6374232,0.6029826,0.60289127,0.6301478,0.53363246,0.69771457,0.7349925,0.7409252,0.5790723,0.56130546,0.74457866,0.48859933,0.58465576,0.6187429,0.6337107,0.6335944,0.789088,0.56539035
buw,0.48303193,0.632034,0.5972864,0.62067103,0.68987685,0.6465247,0.4666568,0.638632,0.60755527,0.5820431,0.633968,0.61859,0.61344844,0.52276134,0.6185194,0.6592604,0.53956336,0.8526636,0.63617396,0.66339916
buy,0.40735415,0.59261024,0.5049093,0.62672997,0.59281784,0.6328123,0.48040736,0.5210173,0.5500175,0.46967712,0.62421244,0.5010655,0.50802094,0.46439463,0.5132281,0.60813385,0.47389016,0.8216747,0.6111055,0.60463625
bvh,0.4742477,0.7205081,0.6255832,0.56757736,0.5714413,0.69766635,0.47494924,0.6057147,0.7222879,0.7048693,0.5474607,0.56301534,0.7315013,0.47711334,0.59362847,0.5845355,0.6019833,0.62275237,0.71222234,0.5628131
bvi,0.5468465,0.5790716,0.54926443,0.51764655,0.66496307,0.5168272,0.41688257,0.6026718,0.5837874,0.6188534,0.631043,0.6567451,0.62293327,0.5361608,0.524212,0.54606456,0.56768316,0.58511335,0.56598616,0.6152342
bvs,0.48282748,0.6199909,0.5912529,0.6158107,0.6355539,0.56723905,0.485116,0.7475101,0.6878898,0.66447335,0.56672806,0.6266271,0.7430348,0.48941267,0.55499345,0.5788461,0.68312514,0.5312488,0.6705339,0.51096606
bvw,0.4914977,0.7490597,0.5976497,0.61391854,0.67646194,0.6245558,0.50588787,0.63602036,0.6791813,0.6532381,0.6176563,0.59096676,0.67945105,0.50816864,0.5185012,0.59089255,0.5880884,0.66911435,0.6876881,0.5402008
bwb,0.4737977,0.58523613,0.5403075,0.60936797,0.6990355,0.6214164,0.49085656,0.64515746,0.55281675,0.56048137,0.62357354,0.6704632,0.5948361,0.5638692,0.57826495,0.5553063,0.65848863,0.6658632,0.61956227,0.630769
